10,0.00019600000000000173,0.00016199999999999548,0.00013600000000000417,0.00016000000000000042,0.0001769999999999966
20,0.0007539999999999977,0.00044299999999999895,0.0003650000000000042,0.0004259999999999958,0.0004960000000000034
30,0.001897999999999997,0.001007000000000001,0.0008319999999999994,0.0009889999999999968,0.0010950000000000057
40,0.0034159999999999954,0.0010940000000000047,0.0007500000000000007,0.0008219999999999963,0.0009800000000000017
50,0.0026589999999999947,0.0012860000000000024,0.0010679999999999995,0.0011870000000000006,0.0013919999999999974
60,0.003827000000000004,0.0021629999999999983,0.001801999999999998,0.0021889999999999965,0.0023230000000000056
70,0.004863000000000006,0.0027469999999999994,0.002345,0.002467999999999998,0.002925999999999998
80,0.008024000000000003,0.003571999999999992,0.003036999999999998,0.0031870000000000093,0.00381999999999999
90,0.009500999999999996,0.004355000000000012,0.003716999999999984,0.0038970000000000116,0.004636000000000001
100,0.012498000000000009,0.005218,0.004398999999999986,0.004629999999999995,0.005552000000000001
110,0.01211000000000001,0.0072419999999999984,0.006283000000000011,0.006482999999999989,0.007638000000000006
120,0.018491000000000007,0.008078000000000002,0.006869999999999987,0.0071370000000000045,0.008492999999999973
130,0.017217000000000038,0.00986699999999996,0.008482000000000045,0.00870399999999999,0.010343999999999964
140,0.022986000000000006,0.011118000000000017,0.009533999999999987,0.009840000000000015,0.01173799999999997
150,0.029449999999999976,0.012940000000000007,0.011070999999999998,0.011398999999999992,0.013560000000000016
160,0.02795900000000001,0.014777999999999958,0.012664000000000064,0.01303399999999999,0.015535999999999994
170,0.03930199999999995,0.017529000000000017,0.015029999999999988,0.015441999999999956,0.01829600000000009
180,0.041430999999999996,0.017751000000000072,0.014999999999999902,0.015373000000000081,0.01863899999999996
190,0.044360999999999984,0.021816000000000058,0.01895099999999994,0.01971400000000001,0.023845000000000005
200,0.04820599999999997,0.023617,0.020195000000000074,0.020668999999999937,0.024546000000000068
210,0.06432700000000002,0.028874999999999984,0.025017999999999985,0.025476999999999972,0.030985999999999958
220,0.055979,0.027641000000000027,0.024513000000000007,0.024174999999999836,0.02938300000000016
230,0.07128000000000001,0.032699000000000034,0.028469999999999995,0.029199999999999893,0.034144000000000174
240,0.06808499999999995,0.03395000000000015,0.0292619999999999,0.029806,0.0355049999999999
250,0.09060599999999996,0.03897700000000004,0.03397099999999997,0.034209000000000156,0.04230999999999985
260,0.08600899999999978,0.046713000000000005,0.040629000000000026,0.041374000000000244,0.04853700000000005
270,0.10880100000000015,0.04911600000000016,0.042543999999999915,0.04280999999999979,0.05001000000000033
280,0.11139300000000008,0.048979000000000106,0.04248900000000022,0.04314499999999999,0.05097399999999963
290,0.12829500000000005,0.05162699999999987,0.04442900000000005,0.04754099999999983,0.0556350000000001
300,0.135529,0.05580000000000007,0.049662000000000095,0.04937999999999976,0.05879800000000035
310,0.13568999999999987,0.061649000000000065,0.053929000000000116,0.0541640000000001,0.06411599999999984
320,0.1670560000000001,0.06278800000000029,0.0555109999999992,0.05666700000000002,0.06685400000000019
330,0.16417500000000018,0.06738399999999967,0.056716999999999906,0.057631000000000654,0.07048299999999941
340,0.16525000000000034,0.08436800000000044,0.07106799999999946,0.07173600000000047,0.08346799999999988
350,0.195697,0.08029200000000003,0.07177400000000045,0.07135499999999961,0.08528100000000016
360,0.19644700000000004,0.08603000000000005,0.0772700000000004,0.0771139999999999,0.09104199999999985
